Height,Width,Hue,Times moved,Hours,Priority
10.52759944,20.23807012,0.551014458,0,12,low
9.705498637,31.74022953,-0.518180578,2,7,low
10.77787504,24.62717255,0.764540477,2,11,low
9.872845347,26.31338094,-0.024207884,2,8,low
11.16447764,27.88045221,-0.120322211,0,10,low
7.600886077,15.2850345,-0.651612041,0,37,high
8.737676241,28.08161077,0.428889432,0,8,low
8.559888887,28.06899362,-0.960516326,2,39,high
9.428848857,17.50881242,0.077673104,0,4,low
8.970996905,31.60121608,-0.090919643,4,44,high
9.87613439,18.1774643,0.237661419,0,3,low
11.9804075,21.84585499,0.23753461,1,9,low
11.91319122,20.71864154,-0.104792112,1,11,low
9.394823532,12.77190319,0.393930063,1,10,low
13.54795925,15.55588226,0.254468375,0,12,low
7.706283588,32.50678235,0.647289069,1,13,high
12.04244878,20.56906377,-0.652041517,0,8,low
6.779917293,36.65398718,0.646833747,4,47,high
11.30166477,21.95591615,-0.831638206,1,4,low
11.33949481,13.29392115,-0.499603659,1,9,low
8.107831377,22.40065673,-0.517270599,3,33,high
8.777821002,15.86051789,0.28923052,1,11,low
10.07410794,21.28608022,0.414299915,1,6,low
7.712671509,15.28623728,0.334198761,0,19,high
8.338514787,35.73695716,-0.837577541,3,15,high
9.789646438,24.23900272,0.533299764,2,7,low
9.50188077,27.69751786,0.35252309,0,10,low
10.62193787,23.70778876,-0.934323821,1,6,low
9.058588457,20.95743052,0.660021092,0,5,low
7.0243224,19.91326696,0.435745587,1,23,high
8.826039812,22.60461943,0.4826422,3,36,high
10.91302639,18.89395869,-0.902965966,4,30,high
8.04130073,25.72393577,0.516272859,2,8,low
8.792212672,22.40870635,0.375731398,1,7,low
9.15931982,15.78640521,-0.348219197,4,4,high
7.180536126,28.58056285,0.366861148,2,7,low
10.38467929,22.09512618,0.010067538,0,44,high
10.09971471,22.64926637,-0.143505175,2,10,low
10.43958871,15.72229582,0.855592817,1,6,low
9.987522669,24.20946336,0.313402252,2,3,low
6.807722142,20.9594237,-0.164191935,3,13,high
10.26547394,31.12275712,0.613911226,2,7,low
6.72276686,21.15315256,-0.848988331,4,23,high
10.19013701,16.58961782,0.474722272,0,9,low
7.760920101,17.64518293,-0.496196265,4,20,high
7.612317707,25.40697026,0.081420154,2,38,high
7.401083715,26.53910753,-0.039765893,1,13,high
9.294334826,21.49985421,0.864987467,2,28,high
7.63057603,27.70969337,0.354381614,3,4,high
9.307387696,20.76947073,0.014724319,0,12,low
7.456149076,29.71308772,0.697064192,2,37,high
9.215313623,19.62730747,-0.9531098,4,35,high
6.692524274,33.68146902,-0.410312266,2,33,high
9.864242874,26.6962316,-0.85278066,0,12,low
7.160437729,23.70807223,-0.172486894,3,30,high
8.51558493,13.28761961,-0.759243647,2,6,low
12.19196016,13.74460646,-0.459741557,1,12,low
9.686663406,16.55603888,0.75396879,2,12,low
9.944290051,28.02437697,0.730409918,0,8,low
10.58499673,18.91582414,0.098740096,1,6,low
12.00499558,18.13263326,0.136029844,2,8,low
8.105494189,24.89708817,-0.815245332,2,17,high
8.010425129,27.75665922,-0.305540785,4,15,high
7.865062065,17.76414144,-0.707940115,0,6,low
9.120191535,16.36494461,-0.543939315,0,7,low
9.938797183,23.46362961,-0.911389411,0,7,low
10.28114015,27.43339084,0.247559107,2,9,low
10.25526264,21.68218649,0.342880193,2,45,high
7.098852325,27.18890972,-0.497620658,1,29,high
9.1981234,22.14592147,-0.385793828,4,23,high
8.07975615,28.27398568,-0.053153331,0,16,high
9.199669994,26.72418128,0.246328255,1,11,low
8.154708075,24.79160524,0.909353597,4,36,high
7.964769242,28.28430435,0.457126836,4,13,high
12.49450158,17.62524468,0.691822685,0,9,low
9.783085189,22.12498592,0.568257331,2,5,low
7.50065402,23.57159021,-0.0763325,1,8,low
11.68830909,20.47015621,0.505365711,1,8,low
8.704096119,31.96514251,0.293120602,4,32,high
9.566044693,20.31877745,0.571749348,0,3,low
10.03419476,16.38503373,-0.31102733,1,6,low
11.86167305,10.63510106,0.528359051,2,3,low
9.767029125,21.37294806,-0.377307094,0,29,high
7.393431482,26.57530319,0.969102886,3,31,high
8.14823044,32.80299145,0.164670877,0,7,high
7.377179869,28.67754989,0.242545526,3,31,high
9.233600334,25.79437657,0.295645821,3,19,high
9.393600193,16.63282185,0.962585921,4,42,high
8.055273401,21.81483794,0.90067516,1,8,low
8.616166792,24.57949041,-0.341823845,2,7,low
7.354832118,29.72198665,0.265885446,0,18,high
8.986035916,30.51307501,0.008700885,1,3,low
10.65521938,14.49648356,0.468947528,1,38,high
7.626015182,33.92298494,-0.381713135,4,13,high
9.237124625,31.08503277,0.370045887,1,4,low
8.069168666,29.33934096,-0.787482005,1,8,low
7.384807661,19.29572552,-0.660671575,1,10,high
6.78479961,33.01576561,-0.246712241,3,14,high
7.03194086,29.64021892,0.078902053,0,27,high
12.84768281,17.11720503,-0.30769231,1,3,low
10.87475101,19.67325057,-0.589865669,2,8,low
8.178682319,24.14509945,0.407851037,3,8,high
8.509132309,29.92862862,0.609026476,0,45,high
9.176222978,21.78206161,-0.70942525,4,6,high
11.38962404,11.16129598,-0.624681676,2,3,low
7.210025056,34.17115737,0.674295945,1,36,high
9.885714132,17.1632639,0.160449653,2,9,low
11.44826656,20.20604052,-0.004941978,2,10,low
6.305978635,27.25716731,0.464615597,3,8,high
9.286776063,22.88225855,-0.824673942,1,9,low
10.36550661,21.8849046,-0.897174139,2,3,low
8.856400575,27.82668267,0.867988367,2,7,low
11.09067469,18.61438409,0.845948282,2,12,low
9.3708696,25.1941785,-0.561527439,1,5,low
6.870914795,26.39035601,0.626948565,0,17,high
7.31505617,17.8599322,-0.524093176,1,18,high
6.292731654,32.64809958,-0.663560898,2,14,high
7.349107051,24.86981023,0.734608007,4,28,high
7.730546382,18.19306064,-0.831956141,2,29,high
10.26460294,24.42517999,-0.891107819,2,4,high
11.71990153,24.53983482,0.322080001,0,6,low
10.64460197,17.98308352,-0.350677197,2,12,low
9.89866171,25.53531335,0.794131321,1,6,low
6.615491369,25.00683992,-0.933846792,4,10,high
8.584231596,27.01946131,-0.21842395,4,45,high
9.165747498,23.71133925,-0.206956405,0,9,low
8.874496071,23.75560356,0.954642977,2,9,high
11.91238951,15.56509494,-0.624736332,1,11,low
10.10931354,18.4600355,-0.30764079,0,7,low
8.521487916,26.08619397,0.241484838,0,10,low
7.758732546,20.80282001,0.871604489,2,10,low
6.986309926,20.14759274,-0.373345784,1,35,high
8.592548924,27.57541636,-0.854824675,2,6,low
10.48358829,22.60769315,0.902660122,1,4,low
6.886552412,19.68560169,-0.886668542,1,8,high
7.606225225,30.89007846,0.806697682,3,27,high
8.741820524,27.12138352,-0.686198799,4,34,high
8.948599587,34.97977339,0.20371311,1,6,low
9.218086979,25.52442729,0.482143592,2,16,high
8.557890595,23.09216731,0.507236384,1,31,high
8.319590527,28.16798067,-0.456160057,0,3,low
7.851405182,28.80171925,0.269683086,1,35,high
7.657951252,24.4014809,-0.47512047,0,42,high
10.49641633,15.78058356,0.133843012,2,8,low
9.756972581,27.46151658,-0.563600951,3,48,high
9.477895542,22.92546179,-0.163219055,2,30,high
9.468529741,22.07608421,0.424730533,2,10,low
8.057599886,19.93039294,-0.033116085,0,6,low
11.65007853,18.29399174,-0.80827265,0,9,low
8.853138744,23.15899499,-0.740120433,0,6,low
8.416205463,26.633802,-0.425586184,3,9,high
12.17578756,19.16343298,-0.461010238,1,4,low
8.111686201,22.95967911,0.182596823,0,11,low
8.422707401,27.24327565,-0.875749834,2,8,low
8.30051225,29.7737052,-0.492584559,3,8,high
9.817508442,17.6221793,0.020116993,0,7,low
7.448082353,21.27699916,-0.63311298,1,12,high
8.949553485,21.03251859,0.283381186,2,6,low
7.089813631,19.19409733,0.530751455,2,39,high
9.085677643,23.82093153,-0.043393621,1,4,low
11.0685973,14.16198687,0.040013421,0,12,low
11.48539453,20.76131738,-0.800756637,1,12,low
9.405942854,14.56554533,0.499891025,0,44,high
9.269587533,24.92960251,-0.703556963,2,9,low
9.000373289,26.15932449,-0.386363922,0,8,low
8.482684104,22.94996445,-0.197047554,0,7,low
8.440196163,34.18905894,-0.850108083,0,5,low
7.668822978,32.42927841,-0.689502781,4,46,high
8.441698701,27.09620617,0.581899665,1,9,low
10.88763014,22.42441948,0.674023579,2,8,low
9.481307251,29.39117706,0.648308154,2,7,low
8.351958519,16.25433315,-0.680112213,2,3,low
8.649458783,16.29332885,0.54798335,2,3,low
7.724768049,20.03491598,0.653334951,0,6,high
9.272516448,28.33649964,0.929004998,1,6,low
8.101114834,33.99697298,-0.16868139,4,26,high
8.9743692,24.52064932,0.855553343,4,20,high
10.06799671,21.83437354,0.960147765,1,10,low
8.894739131,22.11330059,0.590808963,1,8,low
8.436919859,30.52004098,-0.181034752,1,7,low
6.43543887,32.20982155,-0.774206875,0,18,high
8.413115974,29.41983016,-0.961640951,3,3,high
9.931536036,27.76659857,-0.474183148,4,30,high
10.26878877,23.50328865,-0.232788207,0,9,low
8.803929143,20.23365145,0.889536252,1,9,low
7.168876025,27.4015085,-0.78076007,1,28,high
7.897115957,29.28912276,-0.329678161,0,7,high
7.375681595,31.05235103,-0.871266577,1,14,high
12.86143011,16.88742351,-0.310906182,2,9,low
6.058091797,31.09937684,-0.516193865,3,21,high
8.301697916,22.5223372,0.691432392,1,12,low
7.235183519,23.54271493,0.852425652,2,11,high
9.180285105,22.30599435,0.4388866,4,22,high
9.6297678,28.42759069,-0.5088523,2,7,low
7.525177899,26.9805147,-0.127313254,4,22,high
7.275245059,22.607194,0.944386332,2,38,high
9.894718812,13.24312227,0.105436994,0,11,low
11.14685678,19.613903,-0.057181315,1,5,low
10.97953938,30.72382046,0.274805362,0,5,low
10.23872586,22.13461001,0.635321656,2,11,low
6.549751848,35.78860795,-0.752757434,2,9,high
7.36394818,32.29032763,-0.000714354,0,12,high
8.032893361,26.92271868,0.273328893,0,9,low
11.10112758,19.47102978,0.734588279,0,7,low
7.995576118,18.19044826,0.355303527,4,44,high
8.93102518,31.64722169,-0.183431933,2,9,low
8.1149468,20.24200262,0.450061939,2,12,high
10.02871787,19.49926178,-0.055523354,0,3,low
7.914343309,25.51748469,0.12976758,2,5,low
8.121229136,19.01500113,0.724395079,2,15,high
8.309431851,30.18422295,0.483731633,2,5,low
8.908620357,18.33737273,-0.680827414,2,31,high
10.0991404,28.18553034,0.713765601,2,9,low
8.872266239,32.79830799,0.114782251,0,6,low
8.218311689,18.08755373,0.853443196,0,40,high
7.609280011,31.13875617,0.425015637,2,11,low
7.664008891,30.00952829,0.182139879,0,34,high
6.382604381,32.10049002,-0.516612054,2,11,high
7.541292197,24.20527656,0.823419018,4,8,high
8.665124122,29.7051591,-0.999296776,3,8,high
7.87607715,34.64016196,-0.667339872,4,40,high
8.504141749,26.46138248,0.893765013,0,12,low
9.24644805,20.96699686,-0.707542943,0,8,low
7.856515383,32.92775393,-0.256270769,1,32,high
10.42433806,16.03696231,-0.417583813,3,15,high
12.08402073,16.27194407,-0.655293019,2,3,low
7.333048174,24.28812431,-0.609939915,3,24,high
6.375566199,23.88385331,0.000135728,1,17,high
7.626205563,31.37130643,0.760350387,1,44,high
8.405912604,19.61528744,0.683656587,0,7,low
8.110249264,30.65322858,-0.406441682,0,22,high
6.308502357,25.58720584,0.07397501,4,13,high
8.060200513,24.33052929,-0.566103817,1,48,high
7.092946873,32.2085314,0.001093824,0,11,low
7.854964276,33.08975326,0.477939548,3,5,high
9.123514547,29.5239604,0.801412053,1,12,low
8.232506209,25.16915049,-0.690688702,0,11,high
9.740299906,27.99959153,-0.43602011,2,8,low
10.83113548,25.01885507,0.713786222,0,6,low
9.962065355,26.82211829,-0.357570237,1,8,low
7.574050206,23.69961715,-0.824991712,1,37,high
9.242699586,13.77150966,-0.86009492,2,7,low
8.34579755,23.35053065,0.769788835,1,15,high
8.864901765,11.74838826,0.562352348,1,3,low
7.318651311,30.66276504,0.593316215,1,11,high
6.838665766,20.99749022,0.041249363,2,30,high
8.442674086,20.85653798,0.036129623,1,3,low
7.710625442,24.87748982,0.618300862,0,4,low
8.825746761,23.1692569,-6.67E-05,1,12,low
9.148285916,30.34825081,-0.312780779,0,46,high
9.327427901,27.30404121,0.72922106,0,5,low
7.063258821,22.544555,-0.491451609,3,13,high
8.115099096,25.06299086,-0.901491057,4,42,high
10.9780473,22.28147046,0.03483502,2,12,low
6.734281827,31.21426894,0.938451917,2,28,high
9.798199061,9.772446073,0.68120155,2,5,low
8.482013399,20.04776068,0.501314914,1,4,low
9.665489517,27.14423531,-0.045034225,2,5,low
7.151327887,23.22408551,0.828392617,3,47,high
6.993988674,30.9023303,0.426300975,0,13,high
10.08415875,16.00958734,-0.157298654,1,9,low
10.47148993,24.63983149,-0.917018344,0,11,low
8.972822794,18.89641849,0.325330255,4,44,high
8.349963659,23.76441397,-0.579217236,0,38,high
7.715042892,29.08530636,0.389982271,4,12,high
6.95129977,27.17982556,0.3079972,0,24,high
9.519934553,14.41154157,0.875276877,2,34,high
9.75582607,24.19789389,0.768835492,2,8,low
7.731846676,24.93610803,0.722721521,1,28,high
9.431869554,28.232039,0.920839809,2,44,high
9.086480343,23.22469385,0.021609648,2,9,low
9.396072855,21.78527152,0.319835825,1,46,high
8.308697619,19.09825499,0.481498595,2,39,high
6.817528974,20.75078593,0.431963678,4,20,high
7.177893914,30.72801626,0.607099461,0,46,high
8.888431145,21.80519641,0.909520091,2,7,high
8.562727613,33.77969309,-0.518878257,1,16,high
8.189878177,19.73412948,-0.416098294,4,15,high
7.739456311,27.58356609,-0.856511891,1,12,low
9.848066507,21.77078841,-0.19653153,2,3,low
8.180200838,30.9737009,0.681415039,1,12,low
7.508409008,20.95717182,-0.634691357,4,17,high
8.636029116,20.72240517,-0.94511101,2,45,high
12.99830467,21.84035081,-0.897374111,0,6,low
14.04227545,13.89689968,0.706009736,0,5,low
10.64605285,14.62901622,-0.721109121,2,12,low
8.877325112,16.86742273,-0.414450167,1,4,low
11.78257561,22.58856462,-0.635379403,1,5,low
10.35965434,30.12663267,-0.192654362,2,11,low
7.515027132,29.28746352,0.329363261,1,16,high
8.806445168,25.13243431,0.176818542,4,47,high
13.55647944,23.55596134,-0.56806586,0,9,low
7.454657132,26.02209967,0.926058523,1,31,high
6.649109747,32.86852538,0.620594649,3,37,high
6.612420001,26.43779108,0.262809263,2,10,high
9.282827063,23.10354331,0.847161779,4,14,high
9.67168706,24.14434048,-0.069253412,0,9,low
7.011883314,27.65498298,-0.881955238,1,4,low
8.132355181,22.19473451,0.227080637,3,5,high
7.531526637,35.2082419,-0.414206006,4,4,high
9.084171073,31.6661185,-0.919851909,0,31,high
10.85023363,16.58255512,0.455109957,1,3,low
9.680486951,30.87399272,-0.34164457,1,4,low
10.63941929,22.91090804,0.624758508,2,11,low
6.411450841,30.97832569,0.683332148,1,22,high
9.115741222,17.88627171,0.038018986,1,28,high
9.192803034,15.81884385,0.360860367,0,7,low
8.549593394,28.57741809,-0.675795974,1,12,high
6.568697146,30.66290808,-0.057723824,1,4,high
10.83163079,23.95344866,-0.352795678,0,10,low
8.705999607,28.45684454,-0.318245218,1,47,high
11.8178748,14.74769916,0.194260826,1,44,high
11.05277522,11.39446036,-0.899549548,0,3,low
8.952079826,24.18308074,-0.32036331,1,3,low
7.834771132,23.69761858,-0.482229261,1,28,high
8.502880522,21.65717343,-0.330890827,1,8,high
10.58108596,18.57315904,-0.771841279,1,9,low
9.330171273,24.72334067,-0.335660459,1,9,low
8.979674124,17.52209115,0.515635366,2,4,high
9.33194419,21.02674283,-0.588276458,1,3,low
9.145449742,16.46874619,-0.59149269,0,10,low
7.439934025,24.40844817,-0.4640798,2,31,high
9.699806612,30.13890987,-0.756029594,2,7,low
6.815252799,21.56603915,0.402435833,1,7,high
8.804650904,16.31219777,0.643809104,2,4,low
9.148220436,22.01136957,0.168610532,2,24,high
9.653652014,22.35286284,0.322797818,2,7,low
9.672691535,18.52093273,0.621989523,2,5,low
8.079533621,19.09791146,-0.343609517,1,3,low
8.300683173,29.68473644,-0.348020346,3,21,high
9.215319183,21.57260897,0.678296392,2,10,low
9.329658982,22.49483773,0.874474947,2,10,low
8.581935872,18.50701192,0.918280544,0,33,high
7.551846752,31.0533609,-0.73280784,0,12,high
9.138415314,27.88973674,0.810107561,0,9,low
7.571412356,23.63506948,0.079131886,2,26,high
11.06451632,21.47606451,0.668549711,2,10,low
10.92281332,17.33440781,0.177454543,2,7,low
7.162991826,22.98439146,0.358674851,0,31,high
7.906735383,22.78701929,-0.579929614,2,19,high
10.71947651,27.71599334,-0.019407269,0,10,low
8.847694574,20.19845881,0.422734571,3,18,high
8.35440016,23.44952738,0.643094406,3,9,high
7.029352032,25.91997415,0.662290015,3,35,high
8.956572274,26.84300112,-0.017658992,2,18,high
9.390339555,23.87396138,-0.29838036,0,8,low
8.065940129,27.80173164,0.117292934,0,8,high
7.307861158,31.51711308,-0.732383375,4,20,high
12.24870348,17.34844101,-0.242370121,0,9,low
7.012317499,23.97780193,0.754847071,0,24,high
7.675204703,29.93235447,-0.853203312,3,26,high
8.985166274,22.0311203,-0.882959222,2,20,high
9.723330407,22.58497092,-0.193325979,1,20,high
7.431807607,29.4842617,-0.050664659,4,31,high
10.14743208,20.3140561,-0.692559248,1,8,low
8.671051293,31.13191578,0.094010258,2,7,low
7.594595175,30.38953409,-0.106753818,1,9,low
9.706034273,21.53013143,0.810258739,2,9,low
12.13820414,21.45680315,-0.350443163,1,12,low
8.585544551,31.4385794,-0.936028179,4,7,high
7.673838852,24.8761234,0.289194744,2,3,high
7.723264036,24.0172356,-0.22184085,1,36,high
10.1187467,15.21755106,-0.033396247,1,10,low
10.13809858,17.66459817,0.217092283,2,7,low
10.72876978,23.69869536,0.838425079,1,4,low
8.469507297,15.38509033,-0.61920454,0,8,low
8.856567512,22.03443042,-0.291735471,0,3,high
8.731496838,29.2560602,0.820251453,4,39,high
12.02807687,19.93492231,0.762438802,1,7,low
9.075477783,23.55899172,0.569509369,1,6,low
8.708272657,15.43988084,0.752131469,2,8,low
7.775755973,23.83385915,0.906988806,1,7,low
7.586589481,25.05785086,0.588322439,4,30,high
5.884174676,32.45718033,0.130641244,3,6,high
10.89445292,14.45494336,-0.115056344,1,12,low
7.980390502,30.5344581,0.703160686,2,4,low
9.842219925,25.17611575,0.30373132,1,12,low
10.53614244,22.90068569,-0.73722758,0,7,low
11.13826611,18.42007534,0.90082731,1,6,low
6.818805604,23.20561896,-0.164822389,0,21,high
8.041041434,21.56799581,-0.510440422,0,12,low
11.47855782,28.85823616,0.828453478,1,3,low
12.05547863,20.25131958,0.378917867,0,7,low
8.30952453,24.15098797,0.596916241,1,48,high
7.351934249,24.48111016,-0.631031232,1,16,high
10.21815285,15.4300126,0.662548532,0,3,low
8.179746803,23.47483178,0.79448767,4,11,high
6.112032279,27.98915384,-0.201011343,4,18,high
9.737426729,25.16862062,-0.715230287,4,6,high
7.102666616,20.44826322,-0.364252133,3,14,high
9.465561245,20.56234949,-0.381303334,2,9,low
7.020025286,24.59745794,-0.71533428,1,32,high
7.323458522,26.06684858,0.809761746,2,37,high
9.158759617,20.83396816,-0.32196643,2,4,low
9.207830891,34.02216498,0.760928069,0,5,low
11.53213909,21.51460738,0.994348011,0,12,low
9.541271771,18.25644922,-0.439524936,2,11,low
11.54462902,14.81313554,0.353613403,2,5,low
7.285449997,28.02261142,0.768689921,0,6,low
8.272392807,25.2212943,0.522617278,0,5,low
11.32429045,12.76962895,-0.832608905,2,11,low
11.142229,26.15321737,-0.137582671,0,10,low
9.960342916,20.34333819,-0.257591851,0,5,low
8.382889902,21.04638899,0.720256019,2,13,high
9.04335353,29.80241658,0.567984695,0,5,high
8.263609187,22.90213579,-0.875713279,1,4,low
7.872912137,25.74141407,-0.655252918,1,39,high
9.473954559,15.69165004,-0.878321115,2,9,low
10.27868275,21.1217251,0.505895159,1,9,low
9.178522224,27.97522213,0.061131626,2,6,low
7.362090845,22.26326224,-0.308715834,3,29,high
7.950928275,19.8019388,0.243226542,4,21,high
12.51400031,18.08653004,0.538150126,0,3,low
10.75299941,27.60470454,-0.947414362,2,9,low
10.20745688,26.08846077,-0.375355119,2,7,low
9.373351224,23.13063359,0.580621143,2,39,high
7.846982549,19.25589222,0.624159723,2,7,low
8.497540884,29.91781068,-0.137120741,2,22,high
6.576960492,27.26803103,0.701362613,3,19,high
8.245242373,17.83269991,-0.482678449,2,20,high
7.329382462,29.24207083,0.364048251,4,7,high
9.755279247,19.11536876,0.086653295,2,7,low
10.29812563,13.82776436,0.449256209,1,3,low
8.698577672,22.62695043,-0.54985639,0,3,low
12.31233161,14.77809988,-0.13984679,1,5,low
9.262224207,30.44847252,-0.621316174,0,4,low
7.49182467,19.85875682,0.705564243,3,20,high
7.455396326,30.09801238,-0.210347783,4,37,high
11.22428002,25.01770951,0.788738663,2,10,low
10.81831667,18.91117022,0.489272744,1,3,low
10.29179713,11.81935724,0.773869352,2,11,low
10.05653921,28.30207908,-0.274635648,0,10,low
7.014715612,26.59153265,0.6685137,0,7,high
8.543010132,21.24023314,0.617485973,0,6,low
10.09949056,24.49719472,-0.37854784,1,9,low
8.156939135,25.73585369,-0.15676032,1,12,low
7.349504555,22.41377458,0.685656288,0,14,high
10.45195087,22.02837031,0.272367608,2,5,low
9.801916832,14.50720478,0.819990707,2,9,low
10.10565441,23.8538052,0.861608314,0,5,low
7.795877707,37.33506655,0.891702679,2,5,low
9.676489964,21.49402894,-0.750101207,1,30,high
10.12233247,19.29061085,0.748828474,1,6,low
8.143194597,21.29910151,-0.41737529,2,30,high
10.92714924,23.4385088,-0.259236169,0,12,low
7.96828202,13.00885238,0.904244206,0,18,high
8.093621856,14.81175903,0.755915878,2,31,high
8.748181973,20.73617503,0.838798984,4,16,high
7.771228477,19.25836159,0.891292755,0,12,low
9.73304679,25.92920404,0.326372658,0,6,low
6.383384012,30.05813102,0.25898814,1,44,high
7.009769411,22.90632774,-0.481175092,0,3,high
8.675946136,23.71519844,-0.88644763,0,37,high
8.657709235,28.61221936,0.517170741,1,8,low
9.615518027,29.06367076,0.741417188,1,5,low
8.200202885,19.74735964,0.049013488,0,4,high
9.229944824,26.77115366,-0.566638673,0,6,low
9.174755148,27.10763906,-0.544356518,0,3,low
11.07505463,16.1204354,-0.776113023,0,11,low
9.784737746,16.70084414,0.758340315,1,5,low
8.488554207,25.49016975,0.440768534,0,12,high
8.796526466,27.34790551,-0.442519881,4,45,high
9.538210876,23.23881994,0.996554528,2,6,low
7.610469531,30.47544152,-0.320946214,0,10,high
7.381296334,20.49421087,0.946762492,1,3,high
12.22286067,19.24776148,0.545881601,2,8,low
8.848780034,18.38326239,0.979608022,0,6,low
12.97835611,16.04539854,-0.221370153,1,11,low
10.83296902,13.9723048,0.294110807,0,8,low
8.911230703,33.45302623,-0.610412132,0,11,low
6.763073097,29.07255031,0.711952408,2,9,low
10.57804574,20.14702497,-0.760528185,2,3,low
8.096839045,26.09166465,-0.222013189,1,11,low
8.102156671,31.63662639,-0.262893262,0,5,low
8.436867985,27.88512956,0.581884914,1,33,high
6.392472349,22.88836222,0.423948793,4,24,high
11.60376684,25.00622045,-0.296609044,1,3,low
11.73905484,21.63196687,0.501124226,1,11,low
7.175165854,29.06964795,0.343434277,4,40,high
9.183637951,31.45323356,-0.781332562,0,6,low
9.078712208,20.98390367,0.546350951,1,14,high
9.047460924,28.72315134,-0.979920387,0,28,high
7.344135359,30.2475989,-0.441889793,1,44,high
7.325366375,29.18352659,0.75595753,4,40,high
8.727836999,30.02715923,0.701019483,1,8,low
7.770931598,19.92534306,0.034286799,2,42,high
12.21213821,19.21590015,0.81594477,2,12,low
10.5167503,28.90055623,-0.933349043,2,5,low
10.87038774,24.22384412,0.774416497,0,11,low
9.123241946,17.35531548,-0.879745285,0,18,high
7.822174583,23.99894668,-0.546404554,3,21,high
10.10195493,21.06867251,0.535911143,4,40,high
7.698172722,26.10246943,0.024458003,2,23,high
8.754606744,21.02205743,-0.11641871,3,15,high
8.786360755,21.74795967,0.544538798,2,28,high
9.277557792,17.61177175,0.841561656,0,31,high
10.72645864,22.4542449,-0.958860767,0,6,low
8.671582858,30.79339298,-0.870294957,1,5,low
8.429422622,26.5004329,-0.332578215,1,12,low
7.853049594,17.70903008,-0.734760947,4,16,high
11.28898187,25.53665589,0.162150756,1,9,low
9.127002758,13.62774148,-0.728873986,1,5,low
8.623511863,17.70406378,-0.966489983,2,5,high
6.784176127,29.17458014,0.943285876,4,33,high
7.638930027,24.6825214,0.407594296,2,19,high
7.876018013,22.11875774,0.931471447,3,7,high
7.506453113,26.43025773,-0.360078366,1,5,high
8.514084587,31.52845945,-0.989521235,1,19,high
8.09444662,15.54892595,-0.142062795,2,18,high
8.770705713,22.42083749,-0.77817919,4,20,high
12.04746421,14.96526724,-0.628800054,2,3,low
10.30904945,16.45965294,-0.376837098,1,12,low
8.007998353,24.96520584,-0.345874789,0,13,high
10.33962394,9.039653954,-0.029253177,1,5,low
12.22704902,15.47991124,-0.478395282,0,8,low
9.599615239,16.24278626,0.074380513,0,12,low
8.211981765,23.27171919,-0.467615909,2,6,low
7.594265328,23.85563782,-0.173328591,4,43,high
7.253860675,32.00592094,0.392028762,4,46,high
7.418351049,25.16451548,0.693970801,2,40,high
9.484023066,29.48829386,0.819613262,2,4,low
7.552352946,24.4620888,0.7958247,0,45,high
10.30888557,22.10919733,0.716956141,1,11,low
9.716589095,24.07236395,0.336405442,4,40,high
7.673370987,20.28728446,-0.701322676,0,22,high
11.03468974,17.32265623,-0.264204447,0,7,low
10.51984422,26.69642634,0.436169274,1,12,low
7.105993609,26.18742307,0.512894605,1,36,high
11.3698155,11.99913952,0.458513151,0,4,low
11.10076699,18.22405821,0.391210625,2,3,low
9.035342901,21.85341832,-0.772907437,1,8,low
11.22582413,21.14858727,-0.907977662,2,8,low
10.4562559,19.78998326,0.495564112,2,9,low
10.01904484,22.1658883,-0.558129811,1,8,high
7.549176368,29.62982596,-0.939057791,1,7,high
7.632707087,19.36853783,0.12651598,0,7,low
9.399038687,24.48743178,-0.492836584,1,3,low
12.30475935,20.86100917,0.640680097,1,6,low
9.735234485,11.91318302,0.271366822,1,12,low
6.684025446,36.67044072,0.38285974,0,29,high
7.245491372,23.04365425,0.794250289,3,7,high
7.423921465,23.38532511,0.795575331,3,4,high
12.49875512,13.16276075,-0.372482941,1,12,low
11.44131173,20.19684983,-0.040257245,1,11,low
11.87947333,21.53886373,0.882475214,2,9,low
9.559008435,14.95990511,-0.675062746,4,16,high
10.04680239,19.27284352,0.138848587,0,12,low
10.8201555,17.84322158,0.197345212,1,3,low
8.882128854,18.33380657,-0.112690387,4,45,high
8.22066171,30.06517803,0.126088115,0,12,low
9.021952027,23.1201715,0.019583457,1,5,low
7.089510262,21.11760183,0.395702817,0,22,high
10.54795786,18.72032697,-0.787835925,1,11,low
7.469729203,25.27085643,0.468134649,0,12,low
6.698124803,36.32218726,0.497328958,0,39,high
8.421324756,20.91153684,-0.745164592,1,11,low
10.86870039,25.21602052,0.474649038,1,5,low
7.278406761,29.82507626,0.095036567,0,11,high
8.587736514,24.53099198,0.953705975,1,25,high
8.014174635,24.53006881,-0.225464243,1,6,low
7.908542321,21.78799257,0.677299444,1,21,high
10.43980239,24.41000349,-0.486136376,3,39,high
8.257784294,35.08730623,0.486761053,2,40,high
6.92843804,25.15114783,-0.246840097,2,26,high
8.726679218,28.08480697,0.114520328,0,26,high
10.27365637,22.94413153,-0.225235957,1,11,high
7.729943011,22.89981721,-0.865322923,2,42,high
7.7802966,32.07676074,-0.449403832,0,33,high
6.771695163,26.69119126,-0.764175837,2,40,high
6.840438851,28.31044769,-0.349312274,0,36,high
9.548537202,30.58740158,-0.986509736,0,10,low
